date,station_id,rent_cnt,return_cnt
2025-07-01,00102,129,0
2025-07-01,00103,102,0
2025-07-01,00104,31,0
2025-07-01,00105,13,0
2025-07-01,00106,57,0
2025-07-01,00107,50,0
2025-07-01,00108,43,0
2025-07-01,00111,34,0
2025-07-01,00113,180,0
2025-07-01,00114,67,0
2025-07-01,00115,43,0
2025-07-01,00117,97,0
2025-07-01,00118,27,0
2025-07-01,00119,53,0
2025-07-01,00120,17,0
2025-07-01,00121,32,0
2025-07-01,00122,28,0
2025-07-01,00123,63,0
2025-07-01,00124,33,0
2025-07-01,00126,17,0
2025-07-01,00127,6,0
2025-07-01,00128,39,0
2025-07-01,00129,14,0
2025-07-01,00130,67,0
2025-07-01,00131,84,0
2025-07-01,00133,69,0
2025-07-01,00134,14,0
2025-07-01,00135,16,0
2025-07-01,00137,4,0
2025-07-01,00138,21,0
2025-07-01,00139,7,0
2025-07-01,00140,12,0
2025-07-01,00141,12,0
2025-07-01,00142,31,0
2025-07-01,00143,54,0
2025-07-01,00145,48,0
2025-07-01,00146,76,0
2025-07-01,00147,94,0
2025-07-01,00148,44,0
2025-07-01,00150,38,0
2025-07-01,00153,82,0
2025-07-01,00154,98,0
2025-07-01,00155,61,0
2025-07-01,00156,30,0
2025-07-01,00157,60,0
2025-07-01,00159,7,0
2025-07-01,00160,7,0
2025-07-01,00161,7,0
2025-07-01,00162,22,0
2025-07-01,00163,21,0
2025-07-01,00164,24,0
2025-07-01,00165,31,0
2025-07-01,00166,58,0
2025-07-01,00167,21,0
2025-07-01,00169,15,0
2025-07-01,00170,38,0
2025-07-01,00171,33,0
2025-07-01,00173,14,0
2025-07-01,00175,37,0
2025-07-01,00176,66,0
2025-07-01,00177,22,0
2025-07-01,00178,54,0
2025-07-01,00179,61,0
2025-07-01,00180,13,0
2025-07-01,00181,36,0
2025-07-01,00182,23,0
2025-07-01,00183,102,0
2025-07-01,00184,96,0
2025-07-01,00185,27,0
2025-07-01,00186,63,0
2025-07-01,00188,27,0
2025-07-01,00191,46,0
2025-07-01,00192,15,0
2025-07-01,00194,79,0
2025-07-01,00195,19,0
2025-07-01,00196,14,0
2025-07-01,00198,17,0
2025-07-01,00199,43,0
2025-07-01,00200,8,0
2025-07-01,00201,62,0
2025-07-01,00202,149,0
2025-07-01,00203,81,0
2025-07-01,00204,55,0
2025-07-01,00205,64,0
2025-07-01,00206,79,0
2025-07-01,00207,155,0
2025-07-01,00209,162,0
2025-07-01,00213,120,0
2025-07-01,00214,55,0
2025-07-01,00215,50,0
2025-07-01,00217,138,0
2025-07-01,00219,84,0
2025-07-01,00220,56,0
2025-07-01,00221,54,0
2025-07-01,00222,74,0
2025-07-01,00223,38,0
2025-07-01,00224,71,0
2025-07-01,00225,49,0
2025-07-01,00226,75,0
2025-07-01,00227,69,0
2025-07-01,00228,128,0
2025-07-01,00229,46,0
