date,station_id,rent_cnt,return_cnt
2025-08-01,00102,107,0
2025-08-01,00103,88,0
2025-08-01,00104,59,0
2025-08-01,00105,30,0
2025-08-01,00106,73,0
2025-08-01,00107,59,0
2025-08-01,00108,54,0
2025-08-01,00111,38,0
2025-08-01,00113,184,0
2025-08-01,00114,60,0
2025-08-01,00115,36,0
2025-08-01,00117,84,0
2025-08-01,00118,31,0
2025-08-01,00119,59,0
2025-08-01,00120,15,0
2025-08-01,00121,21,0
2025-08-01,00122,37,0
2025-08-01,00123,56,0
2025-08-01,00124,41,0
2025-08-01,00126,35,0
2025-08-01,00127,8,0
2025-08-01,00128,27,0
2025-08-01,00129,19,0
2025-08-01,00130,67,0
2025-08-01,00131,55,0
2025-08-01,00133,57,0
2025-08-01,00134,15,0
2025-08-01,00135,11,0
2025-08-01,00137,7,0
2025-08-01,00138,13,0
2025-08-01,00139,14,0
2025-08-01,00140,18,0
2025-08-01,00141,18,0
2025-08-01,00142,18,0
2025-08-01,00143,40,0
2025-08-01,00145,47,0
2025-08-01,00146,68,0
2025-08-01,00147,102,0
2025-08-01,00148,40,0
2025-08-01,00150,35,0
2025-08-01,00153,73,0
2025-08-01,00154,104,0
2025-08-01,00155,51,0
2025-08-01,00156,34,0
2025-08-01,00157,67,0
2025-08-01,00159,4,0
2025-08-01,00160,24,0
2025-08-01,00161,4,0
2025-08-01,00162,7,0
2025-08-01,00163,6,0
2025-08-01,00164,9,0
2025-08-01,00165,34,0
2025-08-01,00166,50,0
2025-08-01,00167,19,0
2025-08-01,00169,20,0
2025-08-01,00170,33,0
2025-08-01,00171,30,0
2025-08-01,00173,22,0
2025-08-01,00175,36,0
2025-08-01,00176,56,0
2025-08-01,00177,28,0
2025-08-01,00178,47,0
2025-08-01,00179,82,0
2025-08-01,00180,14,0
2025-08-01,00181,20,0
2025-08-01,00182,28,0
2025-08-01,00183,111,0
2025-08-01,00184,77,0
2025-08-01,00185,37,0
2025-08-01,00186,30,0
2025-08-01,00188,22,0
2025-08-01,00191,37,0
2025-08-01,00192,13,0
2025-08-01,00194,65,0
2025-08-01,00195,18,0
2025-08-01,00196,10,0
2025-08-01,00198,13,0
2025-08-01,00199,29,0
2025-08-01,00200,10,0
2025-08-01,00201,67,0
2025-08-01,00202,128,0
2025-08-01,00203,90,0
2025-08-01,00204,66,0
2025-08-01,00205,58,0
2025-08-01,00206,84,0
2025-08-01,00207,126,0
2025-08-01,00209,134,0
2025-08-01,00213,92,0
2025-08-01,00214,68,0
2025-08-01,00215,34,0
2025-08-01,00217,143,0
2025-08-01,00219,94,0
2025-08-01,00220,47,0
2025-08-01,00221,51,0
2025-08-01,00222,75,0
2025-08-01,00223,28,0
2025-08-01,00224,73,0
2025-08-01,00225,43,0
2025-08-01,00226,92,0
2025-08-01,00227,63,0
2025-08-01,00228,107,0
2025-08-01,00229,73,0
2025-08-01,00230,342,0
2025-08-01,00231,119,0
2025-08-01,00232,114,0
2025-08-01,00233,31,0
2025-08-01,00235,31,0
2025-08-01,00236,130,0
2025-08-01,00237,61,0
2025-08-01,00238,126,0
2025-08-01,00239,45,0
2025-08-01,00240,165,0
2025-08-01,00241,38,0
2025-08-01,00242,37,0
2025-08-01,00243,141,0
2025-08-01,00244,60,0
2025-08-01,00245,124,0
2025-08-01,00247,205,0
2025-08-01,00248,26,0
2025-08-01,00249,35,0
2025-08-01,00250,21,0
2025-08-01,00251,25,0
2025-08-01,00252,47,0
2025-08-01,00254,58,0
2025-08-01,00255,57,0
2025-08-01,00256,46,0
2025-08-01,00258,75,0
2025-08-01,00259,119,0
2025-08-01,00260,14,0
2025-08-01,00263,149,0
2025-08-01,00264,68,0
2025-08-01,00265,80,0
2025-08-01,00266,67,0
2025-08-01,00267,88,0
2025-08-01,00268,98,0
2025-08-01,00270,45,0
2025-08-01,00271,16,0
2025-08-01,00272,170,0
2025-08-01,00275,111,0
2025-08-01,00276,53,0
2025-08-01,00278,95,0
2025-08-01,00279,86,0
2025-08-01,00280,123,0
2025-08-01,00281,51,0
2025-08-01,00282,29,0
2025-08-01,00283,106,0
2025-08-01,00284,92,0
2025-08-01,00285,33,0
2025-08-01,00286,24,0
2025-08-01,00287,100,0
2025-08-01,00288,57,0
2025-08-01,00289,52,0
2025-08-01,00290,104,0
2025-08-01,00291,99,0
2025-08-01,00292,57,0
2025-08-01,00293,119,0
2025-08-01,00295,6,0
2025-08-01,00296,100,0
2025-08-01,00297,4,0
2025-08-01,00298,37,0
2025-08-01,00299,19,0
2025-08-01,00300,26,0
2025-08-01,00301,33,0
2025-08-01,00302,111,0
2025-08-01,00303,137,0
2025-08-01,00305,96,0
2025-08-01,00307,55,0
2025-08-01,00308,142,0
2025-08-01,00309,31,0
2025-08-01,00310,73,0
2025-08-01,00314,40,0
2025-08-01,00316,73,0
