date,station_id,rent_cnt,return_cnt
2025-02-01,1001,28,0
2025-02-01,1002,25,0
2025-02-01,1003,21,0
2025-02-01,1004,15,0
2025-02-01,1006,2,0
2025-02-01,1007,1,0
2025-02-01,1008,40,0
2025-02-01,1009,72,0
2025-02-01,1010,32,0
2025-02-01,1011,37,0
2025-02-01,1012,49,0
2025-02-01,1013,33,0
2025-02-01,1015,6,0
2025-02-01,1016,4,0
2025-02-01,1017,13,0
2025-02-01,1018,17,0
2025-02-01,1019,67,0
2025-02-01,102,52,0
2025-02-01,1020,49,0
2025-02-01,1021,17,0
2025-02-01,1022,33,0
2025-02-01,1023,9,0
2025-02-01,1024,50,0
2025-02-01,1025,7,0
2025-02-01,1027,10,0
2025-02-01,1028,25,0
2025-02-01,1029,62,0
2025-02-01,103,40,0
2025-02-01,1030,23,0
2025-02-01,1031,6,0
2025-02-01,1032,2,0
2025-02-01,1033,15,0
2025-02-01,1034,5,0
2025-02-01,1036,12,0
2025-02-01,1037,3,0
2025-02-01,1038,3,0
2025-02-01,1039,2,0
2025-02-01,104,26,0
2025-02-01,1041,11,0
2025-02-01,1042,5,0
2025-02-01,1044,53,0
2025-02-01,1048,20,0
2025-02-01,1049,6,0
2025-02-01,105,22,0
2025-02-01,1050,54,0
2025-02-01,1051,11,0
2025-02-01,1053,6,0
2025-02-01,1054,6,0
2025-02-01,1056,7,0
2025-02-01,1057,10,0
2025-02-01,1058,2,0
2025-02-01,1059,27,0
2025-02-01,106,12,0
2025-02-01,1060,8,0
2025-02-01,1061,14,0
2025-02-01,1063,2,0
2025-02-01,1064,8,0
2025-02-01,1065,15,0
2025-02-01,1066,3,0
2025-02-01,1067,7,0
2025-02-01,1068,11,0
2025-02-01,107,25,0
2025-02-01,1070,12,0
2025-02-01,1072,25,0
2025-02-01,1073,13,0
2025-02-01,1074,14,0
2025-02-01,1075,19,0
2025-02-01,1076,26,0
2025-02-01,1077,25,0
2025-02-01,1078,51,0
2025-02-01,1079,8,0
