date,station_id,rent_cnt,return_cnt
2025-10-01,00102,152,0
2025-10-01,00103,104,0
2025-10-01,00104,85,0
2025-10-01,00105,31,0
2025-10-01,00106,67,0
2025-10-01,00107,76,0
2025-10-01,00108,43,0
2025-10-01,00111,79,0
2025-10-01,00113,273,0
2025-10-01,00114,79,0
2025-10-01,00115,19,0
2025-10-01,00117,133,0
2025-10-01,00118,26,0
2025-10-01,00119,67,0
2025-10-01,00120,19,0
2025-10-01,00121,23,0
2025-10-01,00122,39,0
2025-10-01,00123,63,0
2025-10-01,00124,52,0
2025-10-01,00126,43,0
2025-10-01,00127,8,0
2025-10-01,00128,57,0
2025-10-01,00129,25,0
2025-10-01,00130,101,0
2025-10-01,00131,92,0
2025-10-01,00133,61,0
2025-10-01,00134,28,0
2025-10-01,00135,34,0
2025-10-01,00137,9,0
2025-10-01,00138,24,0
2025-10-01,00139,14,0
2025-10-01,00140,42,0
2025-10-01,00141,11,0
2025-10-01,00142,32,0
2025-10-01,00143,48,0
2025-10-01,00145,74,0
2025-10-01,00146,97,0
2025-10-01,00147,168,0
2025-10-01,00148,64,0
2025-10-01,00150,58,0
2025-10-01,00153,103,0
2025-10-01,00154,113,0
2025-10-01,00155,66,0
2025-10-01,00156,47,0
2025-10-01,00157,78,0
2025-10-01,00159,12,0
2025-10-01,00160,31,0
2025-10-01,00161,9,0
2025-10-01,00162,40,0
2025-10-01,00163,29,0
2025-10-01,00164,14,0
2025-10-01,00165,49,0
2025-10-01,00166,66,0
2025-10-01,00167,17,0
2025-10-01,00169,21,0
2025-10-01,00170,51,0
2025-10-01,00171,42,0
2025-10-01,00173,17,0
2025-10-01,00175,53,0
2025-10-01,00176,92,0
2025-10-01,00177,26,0
2025-10-01,00178,82,0
2025-10-01,00179,96,0
2025-10-01,00180,38,0
2025-10-01,00181,31,0
2025-10-01,00182,47,0
2025-10-01,00183,120,0
2025-10-01,00184,113,0
2025-10-01,00185,34,0
2025-10-01,00186,47,0
2025-10-01,00188,28,0
2025-10-01,00191,39,0
2025-10-01,00192,22,0
2025-10-01,00194,78,0
2025-10-01,00195,39,0
2025-10-01,00196,20,0
2025-10-01,00198,19,0
2025-10-01,00199,47,0
2025-10-01,00200,8,0
2025-10-01,00201,72,0
2025-10-01,00202,197,0
2025-10-01,00203,125,0
2025-10-01,00204,70,0
2025-10-01,00205,60,0
2025-10-01,00206,148,0
2025-10-01,00207,148,0
2025-10-01,00209,220,0
2025-10-01,00213,127,0
2025-10-01,00214,88,0
2025-10-01,00215,54,0
2025-10-01,00217,226,0
2025-10-01,00219,139,0
2025-10-01,00220,72,0
2025-10-01,00221,63,0
2025-10-01,00222,74,0
2025-10-01,00223,54,0
2025-10-01,00224,107,0
2025-10-01,00225,61,0
2025-10-01,00226,119,0
2025-10-01,00227,106,0
2025-10-01,00228,159,0
2025-10-01,00229,117,0
2025-10-01,00230,407,0
2025-10-01,00231,116,0
2025-10-01,00232,146,0
2025-10-01,00233,48,0
2025-10-01,00235,40,0
2025-10-01,00236,163,0
2025-10-01,00237,100,0
2025-10-01,00238,105,0
2025-10-01,00239,70,0
2025-10-01,00240,184,0
2025-10-01,00241,42,0
2025-10-01,00242,37,0
2025-10-01,00243,177,0
2025-10-01,00244,89,0
2025-10-01,00245,155,0
2025-10-01,00247,255,0
2025-10-01,00248,40,0
2025-10-01,00249,27,0
2025-10-01,00250,29,0
2025-10-01,00251,40,0
2025-10-01,00252,78,0
2025-10-01,00254,83,0
2025-10-01,00255,84,0
2025-10-01,00256,58,0
2025-10-01,00258,71,0
2025-10-01,00259,161,0
2025-10-01,00260,24,0
2025-10-01,00263,193,0
2025-10-01,00264,108,0
2025-10-01,00265,78,0
2025-10-01,00266,75,0
2025-10-01,00267,97,0
2025-10-01,00268,108,0
2025-10-01,00270,66,0
2025-10-01,00271,48,0
2025-10-01,00272,264,0
2025-10-01,00275,136,0
2025-10-01,00276,72,0
2025-10-01,00278,151,0
2025-10-01,00279,122,0
2025-10-01,00280,171,0
2025-10-01,00281,51,0
2025-10-01,00282,29,0
2025-10-01,00283,149,0
2025-10-01,00284,133,0
2025-10-01,00285,39,0
2025-10-01,00286,60,0
2025-10-01,00287,97,0
2025-10-01,00288,72,0
2025-10-01,00289,72,0
2025-10-01,00290,136,0
2025-10-01,00291,139,0
2025-10-01,00292,89,0
2025-10-01,00293,125,0
2025-10-01,00295,11,0
2025-10-01,00296,153,0
2025-10-01,00297,4,0
2025-10-01,00298,32,0
2025-10-01,00299,10,0
2025-10-01,00300,59,0
2025-10-01,00301,43,0
2025-10-01,00302,121,0
2025-10-01,00303,145,0
2025-10-01,00305,134,0
2025-10-01,00307,55,0
2025-10-01,00308,151,0
2025-10-01,00309,50,0
2025-10-01,00310,70,0
2025-10-01,00314,45,0
2025-10-01,00316,116,0
2025-10-01,00318,51,0
2025-10-01,00320,49,0
2025-10-01,00321,55,0
2025-10-01,00322,24,0
2025-10-01,00324,58,0
2025-10-01,00326,65,0
2025-10-01,00327,50,0
2025-10-01,00329,93,0
2025-10-01,00331,85,0
2025-10-01,00332,59,0
2025-10-01,00334,70,0
2025-10-01,00335,66,0
2025-10-01,00336,72,0
2025-10-01,00337,32,0
2025-10-01,00338,41,0
2025-10-01,00339,66,0
2025-10-01,00340,86,0
2025-10-01,00341,45,0
2025-10-01,00342,89,0
2025-10-01,00343,60,0
2025-10-01,00344,40,0
2025-10-01,00345,74,0
2025-10-01,00346,55,0
2025-10-01,00347,31,0
2025-10-01,00348,54,0
2025-10-01,00349,36,0
2025-10-01,00351,29,0
2025-10-01,00352,18,0
2025-10-01,00353,35,0
2025-10-01,00354,37,0
2025-10-01,00355,67,0
2025-10-01,00356,65,0
2025-10-01,00358,25,0
2025-10-01,00359,60,0
2025-10-01,00361,149,0
2025-10-01,00362,112,0
2025-10-01,00363,78,0
2025-10-01,00364,17,0
2025-10-01,00367,59,0
2025-10-01,00368,98,0
2025-10-01,00370,88,0
2025-10-01,00371,33,0
2025-10-01,00372,33,0
2025-10-01,00374,58,0
2025-10-01,00379,53,0
2025-10-01,00380,92,0
2025-10-01,00381,5,0
2025-10-01,00382,22,0
2025-10-01,00383,153,0
2025-10-01,00384,24,0
2025-10-01,00385,97,0
2025-10-01,00387,54,0
2025-10-01,00388,18,0
2025-10-01,00389,57,0
2025-10-01,00390,42,0
2025-10-01,00391,32,0
2025-10-01,00393,121,0
2025-10-01,00394,40,0
2025-10-01,00395,66,0
2025-10-01,00397,14,0
2025-10-01,00398,99,0
2025-10-01,00399,33,0
2025-10-01,00400,70,0
2025-10-01,00401,57,0
2025-10-01,00402,33,0
2025-10-01,00403,41,0
2025-10-01,00405,34,0
2025-10-01,00406,35,0
2025-10-01,00407,66,0
2025-10-01,00408,49,0
2025-10-01,00409,99,0
2025-10-01,00410,3,0
2025-10-01,00411,82,0
2025-10-01,00412,75,0
2025-10-01,00413,31,0
2025-10-01,00414,106,0
2025-10-01,00415,129,0
2025-10-01,00416,33,0
2025-10-01,00417,94,0
2025-10-01,00418,83,0
2025-10-01,00419,114,0
2025-10-01,00420,43,0
2025-10-01,00421,113,0
2025-10-01,00422,13,0
2025-10-01,00424,14,0
2025-10-01,00425,24,0
2025-10-01,00426,59,0
2025-10-01,00427,74,0
2025-10-01,00428,26,0
2025-10-01,00429,3,0
2025-10-01,00430,37,0
2025-10-01,00431,139,0
2025-10-01,00432,20,0
2025-10-01,00433,127,0
2025-10-01,00434,18,0
