date,station_id,rent_cnt,return_cnt
2025-04-01,00102,112,0
2025-04-01,00103,71,0
2025-04-01,00104,56,0
2025-04-01,00105,43,0
2025-04-01,00106,85,0
2025-04-01,00107,43,0
2025-04-01,00108,48,0
2025-04-01,00111,62,0
2025-04-01,00113,210,0
2025-04-01,00114,66,0
2025-04-01,00115,39,0
2025-04-01,00117,84,0
2025-04-01,00118,41,0
2025-04-01,00119,44,0
2025-04-01,00120,21,0
2025-04-01,00121,26,0
2025-04-01,00122,23,0
2025-04-01,00123,66,0
2025-04-01,00124,54,0
2025-04-01,00126,41,0
2025-04-01,00127,11,0
2025-04-01,00128,43,0
2025-04-01,00129,28,0
2025-04-01,00130,69,0
2025-04-01,00131,60,0
2025-04-01,00133,75,0
2025-04-01,00134,23,0
2025-04-01,00135,15,0
2025-04-01,00137,32,0
2025-04-01,00138,23,0
2025-04-01,00139,13,0
2025-04-01,00140,40,0
2025-04-01,00141,28,0
2025-04-01,00142,23,0
2025-04-01,00143,71,0
2025-04-01,00145,61,0
2025-04-01,00146,76,0
2025-04-01,00147,89,0
2025-04-01,00148,36,0
2025-04-01,00150,36,0
2025-04-01,00153,68,0
2025-04-01,00154,82,0
2025-04-01,00155,51,0
2025-04-01,00156,33,0
2025-04-01,00157,52,0
2025-04-01,00159,8,0
2025-04-01,00160,20,0
2025-04-01,00161,10,0
2025-04-01,00162,47,0
2025-04-01,00163,27,0
2025-04-01,00164,20,0
2025-04-01,00165,49,0
2025-04-01,00166,54,0
2025-04-01,00167,24,0
2025-04-01,00169,16,0
2025-04-01,00170,31,0
2025-04-01,00171,22,0
2025-04-01,00173,12,0
2025-04-01,00175,36,0
2025-04-01,00176,85,0
2025-04-01,00177,27,0
2025-04-01,00178,40,0
2025-04-01,00179,78,0
2025-04-01,00180,34,0
2025-04-01,00181,37,0
2025-04-01,00182,59,0
2025-04-01,00183,111,0
2025-04-01,00184,80,0
2025-04-01,00185,37,0
2025-04-01,00186,64,0
2025-04-01,00188,21,0
2025-04-01,00191,29,0
2025-04-01,00192,11,0
2025-04-01,00194,71,0
2025-04-01,00195,39,0
2025-04-01,00196,21,0
2025-04-01,00198,21,0
2025-04-01,00199,22,0
2025-04-01,00200,11,0
2025-04-01,00201,69,0
2025-04-01,00202,166,0
2025-04-01,00203,82,0
2025-04-01,00204,92,0
2025-04-01,00205,94,0
2025-04-01,00206,123,0
2025-04-01,00207,222,0
2025-04-01,00209,167,0
2025-04-01,00213,142,0
2025-04-01,00214,99,0
2025-04-01,00215,54,0
2025-04-01,00217,189,0
2025-04-01,00219,102,0
2025-04-01,00220,70,0
2025-04-01,00221,66,0
2025-04-01,00222,83,0
2025-04-01,00223,43,0
2025-04-01,00224,98,0
2025-04-01,00225,75,0
2025-04-01,00226,130,0
2025-04-01,00227,70,0
2025-04-01,00228,127,0
2025-04-01,00229,108,0
2025-04-01,00230,285,0
2025-04-01,00231,85,0
2025-04-01,00232,102,0
2025-04-01,00233,33,0
2025-04-01,00235,28,0
2025-04-01,00236,115,0
2025-04-01,00237,57,0
2025-04-01,00238,139,0
2025-04-01,00239,50,0
2025-04-01,00240,144,0
2025-04-01,00241,39,0
2025-04-01,00242,64,0
2025-04-01,00243,154,0
2025-04-01,00244,73,0
2025-04-01,00245,129,0
2025-04-01,00247,211,0
2025-04-01,00248,37,0
2025-04-01,00249,50,0
2025-04-01,00250,27,0
2025-04-01,00251,32,0
2025-04-01,00252,43,0
2025-04-01,00254,70,0
2025-04-01,00255,46,0
2025-04-01,00256,47,0
2025-04-01,00258,73,0
2025-04-01,00259,130,0
2025-04-01,00260,17,0
2025-04-01,00263,116,0
2025-04-01,00264,73,0
2025-04-01,00265,66,0
2025-04-01,00266,86,0
2025-04-01,00267,85,0
2025-04-01,00268,72,0
2025-04-01,00270,74,0
2025-04-01,00271,37,0
2025-04-01,00272,184,0
2025-04-01,00275,99,0
2025-04-01,00276,61,0
2025-04-01,00278,103,0
2025-04-01,00279,77,0
2025-04-01,00280,143,0
2025-04-01,00281,49,0
2025-04-01,00282,28,0
2025-04-01,00283,115,0
2025-04-01,00284,70,0
2025-04-01,00285,31,0
2025-04-01,00286,43,0
2025-04-01,00287,90,0
2025-04-01,00288,48,0
2025-04-01,00289,40,0
2025-04-01,00290,113,0
2025-04-01,00291,102,0
2025-04-01,00292,66,0
2025-04-01,00293,111,0
2025-04-01,00295,12,0
2025-04-01,00296,105,0
2025-04-01,00297,9,0
2025-04-01,00298,23,0
2025-04-01,00299,10,0
2025-04-01,00300,47,0
2025-04-01,00305,133,0
2025-04-01,00310,107,0
2025-04-01,00314,56,0
2025-04-01,00316,67,0
2025-04-01,00318,49,0
2025-04-01,00320,60,0
2025-04-01,00321,37,0
2025-04-01,00322,9,0
2025-04-01,00324,40,0
2025-04-01,00327,64,0
2025-04-01,00328,26,0
2025-04-01,00329,41,0
2025-04-01,00331,49,0
2025-04-01,00332,30,0
2025-04-01,00334,38,0
2025-04-01,00335,48,0
2025-04-01,00336,61,0
2025-04-01,00337,32,0
2025-04-01,00338,24,0
2025-04-01,00339,59,0
2025-04-01,00340,46,0
2025-04-01,00341,46,0
2025-04-01,00342,80,0
2025-04-01,00343,38,0
2025-04-01,00344,40,0
2025-04-01,00345,58,0
2025-04-01,00346,39,0
2025-04-01,00347,30,0
2025-04-01,00348,46,0
2025-04-01,00349,39,0
2025-04-01,00351,39,0
2025-04-01,00352,8,0
2025-04-01,00354,87,0
2025-04-01,00355,51,0
2025-04-01,00356,65,0
2025-04-01,00358,23,0
2025-04-01,00359,52,0
2025-04-01,00361,117,0
2025-04-01,00362,101,0
2025-04-01,00363,61,0
2025-04-01,00364,21,0
2025-04-01,00367,32,0
2025-04-01,00368,52,0
2025-04-01,00370,78,0
2025-04-01,00371,22,0
2025-04-01,00372,15,0
2025-04-01,00374,49,0
2025-04-01,00379,36,0
2025-04-01,00380,55,0
2025-04-01,00381,10,0
2025-04-01,00382,11,0
2025-04-01,00383,166,0
