date,station_id,rent_cnt,return_cnt
2025-01-01,00102,58,0
2025-01-01,00103,44,0
2025-01-01,00104,46,0
2025-01-01,00105,23,0
2025-01-01,00106,29,0
2025-01-01,00107,27,0
2025-01-01,00108,33,0
2025-01-01,00111,31,0
2025-01-01,00113,68,0
2025-01-01,00114,24,0
2025-01-01,00115,20,0
2025-01-01,00117,50,0
2025-01-01,00118,9,0
2025-01-01,00119,23,0
2025-01-01,00120,11,0
2025-01-01,00121,4,0
2025-01-01,00122,9,0
2025-01-01,00123,34,0
2025-01-01,00124,22,0
2025-01-01,00126,8,0
2025-01-01,00127,5,0
2025-01-01,00128,20,0
2025-01-01,00129,6,0
2025-01-01,00130,30,0
2025-01-01,00131,23,0
2025-01-01,00133,21,0
2025-01-01,00134,11,0
2025-01-01,00135,1,0
2025-01-01,00137,13,0
2025-01-01,00138,5,0
2025-01-01,00140,11,0
2025-01-01,00141,3,0
2025-01-01,00142,7,0
2025-01-01,00143,13,0
2025-01-01,00145,27,0
2025-01-01,00146,31,0
2025-01-01,00147,49,0
2025-01-01,00148,35,0
2025-01-01,00150,15,0
2025-01-01,00153,34,0
2025-01-01,00154,36,0
2025-01-01,00155,12,0
2025-01-01,00156,6,0
2025-01-01,00157,23,0
2025-01-01,00159,3,0
2025-01-01,00160,9,0
2025-01-01,00161,3,0
2025-01-01,00162,14,0
2025-01-01,00163,5,0
2025-01-01,00164,10,0
2025-01-01,00165,22,0
2025-01-01,00166,26,0
2025-01-01,00167,5,0
2025-01-01,00169,7,0
2025-01-01,00170,12,0
2025-01-01,00171,5,0
2025-01-01,00173,4,0
2025-01-01,00175,12,0
2025-01-01,00176,34,0
2025-01-01,00177,11,0
2025-01-01,00178,21,0
2025-01-01,00179,34,0
2025-01-01,00180,5,0
2025-01-01,00181,14,0
2025-01-01,00182,16,0
2025-01-01,00183,41,0
2025-01-01,00184,32,0
2025-01-01,00185,18,0
2025-01-01,00186,82,0
2025-01-01,00188,17,0
2025-01-01,00191,14,0
2025-01-01,00192,6,0
2025-01-01,00194,24,0
2025-01-01,00195,14,0
2025-01-01,00196,12,0
2025-01-01,00198,1,0
2025-01-01,00199,35,0
2025-01-01,00200,1,0
2025-01-01,00201,25,0
2025-01-01,00202,32,0
2025-01-01,00203,16,0
2025-01-01,00204,8,0
2025-01-01,00205,25,0
2025-01-01,00206,39,0
2025-01-01,00207,104,0
2025-01-01,00209,24,0
2025-01-01,00213,14,0
2025-01-01,00214,6,0
2025-01-01,00215,32,0
2025-01-01,00217,20,0
2025-01-01,00219,23,0
2025-01-01,00220,19,0
2025-01-01,00221,20,0
2025-01-01,00222,27,0
2025-01-01,00223,9,0
2025-01-01,00224,29,0
2025-01-01,00225,16,0
2025-01-01,00226,14,0
2025-01-01,00227,41,0
2025-01-01,00228,63,0
2025-01-01,00229,21,0
2025-01-01,00230,113,0
2025-01-01,00231,28,0
2025-01-01,00232,37,0
2025-01-01,00233,8,0
2025-01-01,00235,19,0
2025-01-01,00236,35,0
2025-01-01,00237,26,0
2025-01-01,00238,15,0
2025-01-01,00239,14,0
2025-01-01,00240,65,0
2025-01-01,00241,27,0
2025-01-01,00242,21,0
2025-01-01,00243,51,0
2025-01-01,00244,33,0
2025-01-01,00245,35,0
2025-01-01,00247,69,0
2025-01-01,00248,15,0
2025-01-01,00249,19,0
2025-01-01,00250,8,0
2025-01-01,00251,8,0
2025-01-01,00252,22,0
2025-01-01,00254,30,0
2025-01-01,00255,29,0
2025-01-01,00256,23,0
2025-01-01,00258,20,0
2025-01-01,00259,53,0
2025-01-01,00260,12,0
2025-01-01,00263,48,0
2025-01-01,00264,18,0
2025-01-01,00265,18,0
2025-01-01,00266,25,0
2025-01-01,00267,51,0
2025-01-01,00268,35,0
2025-01-01,00270,8,0
2025-01-01,00271,6,0
2025-01-01,00272,62,0
2025-01-01,00275,54,0
2025-01-01,00276,18,0
2025-01-01,00278,43,0
2025-01-01,00279,28,0
2025-01-01,00280,52,0
2025-01-01,00281,27,0
2025-01-01,00282,15,0
2025-01-01,00283,30,0
2025-01-01,00284,42,0
2025-01-01,00285,15,0
2025-01-01,00286,14,0
2025-01-01,00287,27,0
2025-01-01,00288,14,0
2025-01-01,00289,26,0
2025-01-01,00290,42,0
2025-01-01,00291,29,0
2025-01-01,00292,28,0
2025-01-01,00293,66,0
2025-01-01,00295,5,0
2025-01-01,00296,41,0
2025-01-01,00297,5,0
2025-01-01,00298,6,0
2025-01-01,00299,9,0
2025-01-01,00300,11,0
2025-01-01,00301,2,0
2025-01-01,00302,16,0
2025-01-01,00303,26,0
2025-01-01,00305,21,0
