신용등급,매출액,영업이익,당기순이익,총자산,총부채,자본총계,자본금,영업활동현금흐름,이자발생부채
AAA,95310.98282084498,21797.413231376853,14220.411454261524,347183.16848280816,270573.90573921124,97286.34362906356,63233.956481004745,25059.11760255543,103723.02081877465
AAA,164860.17154067062,25551.46438914191,15535.465667592398,606168.5408528429,294577.9417308028,310476.06244036066,42534.76665912253,27319.44190253302,124316.55886866493
AAA,255027.65368806804,39153.92308715106,26914.62367009343,547140.5202813975,286231.5175336915,194317.67631058715,0.1,55773.81957870431,153595.34894801557
AAA,240933.5784547376,30479.353802327736,18559.6418824542,484213.672155033,119567.36794539753,334390.60487483244,235674.5632547307,36425.35284443598,137486.50053174968
AAA,189975.09638658084,30630.733363417246,16951.941765541887,630544.4323765645,411950.1007108983,190907.96871516347,57692.64471400141,58037.160368924466,229411.41767090297
AAA,250357.80119126488,7738.468243647059,6758.845581017265,747487.9479801279,449621.36130764196,226399.74939162977,0.1,43093.57250447387,188576.36746597115
AAA,179323.0350547946,10114.451587110434,15171.677380665651,226366.64285443342,35261.567200551566,146764.03588723025,34921.92666603555,24729.785837398944,103272.85053251057
AAA,160183.00461404125,34437.33261095655,30736.68718576459,199836.70077732767,82667.26968387414,114081.43547023469,92857.45314332304,28685.702399737762,16670.088199862847
AAA,24074.267502590446,7120.201010386523,4921.227378726162,378796.1136422462,191039.5533757127,252478.09785248354,111038.70529171173,-14739.60799262868,82361.6772065218
AAA,247092.82346335676,15517.612476663033,13195.32879904152,375717.87245690566,127815.2736454642,207204.73919088443,58051.315798387215,43131.20885432372,10602.348811509306
AAA,167588.42739381597,17113.37096015454,7332.712331181921,405629.7482823537,212115.1186554393,189730.00002048307,131663.8253954952,33485.77205918596,95817.62304177663
AAA,236821.19583635835,23825.569605635916,17663.610801951894,526416.8302958845,267838.5034911329,207970.61191742602,0.1,32954.198891518085,107453.9438657547
AAA,73043.03308677276,27233.33924631621,18481.894038391336,256775.7288197776,37575.925402063236,244904.3004860995,0.1,52974.21669944319,35718.37365648766
AAA,141494.6026572805,-6334.35734545324,-3589.5544570700295,519214.2753510995,342781.8035853633,149702.20932332322,60082.23065605046,27871.976179000685,248614.51592985215
AAA,17143.371203141825,1056.07790860583,1584.1168629087451,86037.39674713253,17138.148438685195,106507.16961724048,0.1,28165.588241613284,25516.651056387884
AAA,177896.76569975723,22037.16911392998,12685.234851320678,467120.844357326,251493.07352675786,205838.27950504504,140549.54334320012,50218.922197899585,145036.5055070268
AAA,116523.58009016493,-2236.3599299500784,-8601.075179107555,344995.57074296457,123126.84797710855,246491.16905002136,40143.456415305125,42652.29110231977,-1901.637337877095
AAA,182403.26619234472,15198.365148160485,15162.47226318685,310976.65928024147,132307.6603732079,174968.6543311751,174968.6543311751,36913.91847642198,52263.66110638191
AAA,94035.01919507171,7910.741558723557,5494.64924213688,496034.5379870958,404032.8075232415,123841.41219463805,104031.58880018776,53193.94567228982,153594.7438082053
AAA,171640.24020464648,9870.365726227534,7324.655697468847,307488.4767409622,143408.44222816767,142260.98500005688,0.1,44440.015548562566,32143.01150551565
AAA,77232.46438651255,23378.018859051495,15473.174845469708,248956.30451424455,189576.75753725477,79207.50308754505,0.1,50833.91988251404,43382.932078056954
AAA,16918.842172367993,8459.421086183997,12689.131629275995,375066.3201970736,174408.23459083162,262317.00801009824,22988.315427215188,46983.26069946747,112871.63110655465
AAA,167290.7184034446,23564.704614730545,7378.735487325578,400074.9205791302,87662.62527805418,335811.11373754055,159817.44343785773,56424.206086239865,2336.46685858439
AAA,33840.80806793623,357.38474748172666,536.07712122259,351616.1705461071,314957.42968578776,67732.5079943957,0.1,17849.603853263165,133640.64281306084
AAA,140734.42718298305,26664.937164039322,27743.52052896242,371379.7038558297,255724.26833803032,84293.27397398092,3352.9496625243846,8507.183323812947,194433.47639176899
AAA,81830.27119111686,29515.062172756567,16076.548980543967,325275.47792333673,84348.61052990676,268411.4433432069,0.1,59613.189175270396,27602.21607799486
AAA,244239.004355766,28363.53496417836,8529.869257102457,326298.1752999549,8360.597030088102,303324.29635637696,223430.18655579496,33207.25274921083,-24147.923703941662
AAA,7357.064704436823,3678.5323522184117,5517.7985283276175,15854.755651109968,22110.201568444376,59602.346438718436,59602.346438718436,23389.149682965137,9720.101684456211
AAA,120050.2799197876,-4633.947029791501,-1842.9532049020527,496245.8654957176,298390.7580429133,190431.50596650917,0.1,20391.876693737875,141817.11992750547
AAA,226804.39759933314,6479.576400713687,8402.149751152681,623356.6051812882,256902.80599125792,294284.6297245104,0.1,-7080.988976407945,160685.47347541884
AAA,199915.09384763642,37854.864170861874,9739.132807243453,391389.0486620035,194022.4488387318,162661.81694918952,79431.7419886337,53783.600465836236,142311.8769181986
AAA,159475.10039898028,20648.329070412194,27403.41529612601,473679.2187091535,215041.1932004959,251140.00751619364,0.1,34159.544600032496,88870.51349945576
AAA,245106.01705884235,-15701.244128024637,-15348.175445289775,655028.9402723564,286949.6795721416,282587.0686184924,0.1,14681.170929226068,221867.92001980578
AAA,77939.66680222432,806.1009676228532,-396.24199383453015,597082.0150274205,426947.70001756016,234183.5419400077,224460.82866310698,-3046.9407090761197,120961.31082404379
