신용등급,매출액,영업이익,당기순이익,총자산,총부채,자본총계,자본금,영업활동현금흐름,이자발생부채
AAA,95310.98209511153,21797.413408008055,14220.411580095155,347183.1692540833,270573.9050985038,97286.34400741078,63233.95666011085,25059.117791745888,103723.02052629516
AAA,164860.17152936698,25551.464391892267,15535.465669552772,606168.5408648556,294577.94172082364,310476.0624462535,42534.766661912,27319.441905479955,124316.55886410951
AAA,246851.0671766371,28698.026635255555,17335.50953263302,556732.2977631586,242764.83369689836,270818.18827371544,0.1,40549.1803776039,69473.97844352636
AAA,126238.0747298875,35626.44284128068,8833.008783915566,277601.7920648313,207027.39723222973,42759.5680411815,0.1,24205.98207798625,161491.1465553692
AAA,280593.72116745013,6494.946215832539,6065.681342951988,525137.6377852792,352444.09748479025,99806.81892741688,72361.5503854456,56895.11938531074,151314.69192548594
AAA,190756.5459052144,20161.44775589104,13431.417047709521,437296.7159609627,276128.39655494783,142856.24156537227,107398.08964780878,31852.415435349176,107724.18984448932
AAA,179323.03508211306,10114.451580462002,15171.677370693003,226366.64282540075,35261.5672246695,146764.0358729883,34921.92665929355,24729.785830277346,103272.85054352024
AAA,298407.09407568176,24159.375991623012,5041.349643330508,392821.7896112285,184431.1305913631,111311.98380474708,0.1,15128.559099331109,86263.00931504196
AAA,30388.79595898486,-1078.7669033465354,5339.699335129986,333142.3422785802,158293.08755720532,199066.10605995034,0.1,1025.7633706014203,150850.81072566833
AAA,247092.8230476138,15517.612577848338,13195.328871125901,375717.8728987374,127815.2732784295,207204.73940762389,58051.315900989626,43131.208962702854,10602.348643959922
AAA,167588.42802584887,17113.370806328207,7332.712221595157,405629.747610659,212115.11921342395,189729.99969098484,131663.82523951383,33485.77189442226,95817.62329649365
AAA,236821.19589318516,23825.56959180497,17663.610792098887,526416.8302354915,267838.50354130205,207970.61188780036,0.1,32954.19887670411,107453.94388865663
AAA,73043.03236654101,27233.33942160809,18481.894163270837,256775.7295852058,37575.924766213255,244904.30086157832,0.1,52974.21688719923,35718.37336622552
AAA,214359.16442765668,18312.30448938525,10445.837437363523,394377.0803884998,94690.77773964428,261730.3377161611,59875.06298015312,21255.49819850146,72758.23154850851
AAA,17143.371897450153,1056.0777396227386,1584.1166094341079,86037.39600925473,17138.149051649176,106507.16925527621,0.1,28165.588060615097,25516.651336202616
AAA,177896.76712794913,22037.168766331553,12685.234603689412,467120.84283951117,251493.0747876243,205838.27876048465,140549.54299073218,50218.9218255865,145036.50608260563
