신용등급,매출액,영업이익,당기순이익,총자산,총부채,자본총계,자본금,영업활동현금흐름,이자발생부채
AAA,33412.56350821708,1286.030712482234,-1097.410832521864,131673.00720432794,115575.32392553895,29021.941639394496,2461.921177376531,3879.0,48475.313310741556
AAA,13969.6,3357.04843232166,3635.4810735176693,114143.32288338582,54826.92058179654,57265.85646914069,1465.0553176657186,4916.819707748147,12830.380742206828
AAA,105235.25138608494,17474.4008179601,11644.111534354706,176225.68617549876,68884.46050165595,111142.64680119342,88906.71354553869,14336.067905652451,115090.5657874701
AAA,13969.6,-1823.5999999999995,-104.82158564782617,130633.00729907153,59297.732542790414,64031.64849093936,2328.2311570599345,4739.736903957799,50292.63681355899
AAA,59484.73256419919,6400.912323608676,3815.900034405473,267311.5028145854,152302.2552355536,109831.07153100698,35944.410203939464,8123.319910855642,109216.7224929694
AAA,76591.48108541919,4764.57183715081,1603.6937850360177,245641.7253327321,233469.55383315956,34943.55703594389,469.4193598564533,15388.22250558113,49323.0153056181
AAA,61210.78917216311,5875.957119357537,2589.6502663035567,424308.72687945195,198414.86743566877,172019.9132436361,15323.91291642635,36372.84241681598,144014.74523116837
AAA,31262.376938754947,3279.933576695939,1882.0374623909377,110814.0,55971.1244503051,48394.53777484746,1475.2396430475892,4932.0915151419995,41706.5989589136
AAA,34829.13411282098,3279.824515242105,3097.771729299991,269797.05639778817,60493.44274690771,247831.77336313043,67608.37099861044,13791.441554135237,170726.6076315349
AAA,65234.52790126884,9957.950629875137,7459.586405544015,162387.8107966727,74030.13600046038,97310.84078328044,15305.240355334998,14932.181801703537,61823.4682098772
AAA,13969.6,1911.8607901568616,1830.3267055083197,134051.20131267072,57686.966409158515,73706.95541041435,18316.85300205613,3879.0,68275.40316577487
AAA,13969.6,1506.6597995650586,1992.750233514401,116883.20335430963,52783.4,61132.30941698952,1396.7531836841654,6289.575850238051,19901.580457551077
AAA,54051.35934663886,6603.046887117847,5308.84003183217,139198.35534708496,83960.56502820202,64353.22568293265,1638.3642859616396,15524.550297563308,28965.346792540942
AAA,101458.40160438707,6932.3009701198125,3705.864052957071,609571.2587811069,367005.4538342389,253787.0107914675,19829.356189019098,13777.469368896342,124159.37993361957
AAA,19755.749594446133,1696.2610964776995,1241.0856589641876,120037.301604757,59285.60337970107,52519.31883171914,2589.987426597199,6027.345573292704,59949.664934905966
AAA,61417.96072694351,7185.343762249587,4118.928627820091,438250.99931149627,201898.31421798357,176448.5401309415,17071.194424188372,15690.73426475883,95291.62827981626
AAA,121216.70870940477,18179.06849896134,13102.781257581177,135165.55395363914,59925.00666821742,69859.95917476744,2013.8078871909702,44333.89952839175,24898.66179437966
AAA,365077.75197908713,17882.053455247686,11590.715028693863,135908.45989461776,71256.8248182487,61340.64547689875,469.40000000000003,16045.818614038433,9838.0
AAA,30333.782382833328,212.92409047167234,-1829.8501694756364,568540.3360082876,317521.0781883225,230049.3348837236,206439.3228756077,4663.916845431835,244380.5999999997
AAA,61839.79216123405,7077.972979163726,5534.219215539514,139192.66428792634,74841.04278368663,80489.40242303975,5595.1016101364385,14441.59877506369,61913.83781746344
AAA,14745.143099227358,2880.548126361303,1727.8194726180877,138965.34890018494,75211.89798826433,69289.0245083129,2135.182973444764,13802.01340033655,64378.01348666744
AAA,60710.940305526296,6587.48678383147,3686.163368893759,377813.1349862859,237872.58929234673,118908.57184039548,2543.0778570716448,20544.171578495014,58599.50660320612
AAA,140790.02319925977,18693.635661187513,11596.98965959748,150668.28370375562,187995.58589249142,11949.848815856112,496.0540170056896,52397.900004755415,27705.39399302779
AAA,57346.41663149348,6137.009707966378,3648.1964732706306,138492.0719877573,73050.5588913836,66838.10619066178,13312.501178110757,5436.808366107309,59742.12922575876
AAA,22542.807148974138,5134.102967930222,3698.9938389072818,115366.48875773433,56190.32236833261,57043.93413384473,1400.7130615275175,9109.948371187646,27635.384376419526
AAA,35646.43594175122,3280.0406803171145,2315.3035223454453,303560.43113962206,146523.62499226767,136055.61406744528,36701.224556932575,8748.36274452597,124922.22986175673
AAA,249236.34027951054,23452.389645892235,11846.998879572235,135652.53990829724,74935.32052734915,58573.07143163016,469.40000000000003,41524.74680621407,9838.0
AAA,52114.50932735534,3280.5217046928437,1945.8633735489698,132024.05813786603,72472.31048171493,55297.39902084115,1540.50083561137,5544.5067262638895,43155.053802194
AAA,17914.450865099407,-755.9426219074767,-1000.8230512513255,376009.19498667604,189375.55484097154,173070.68563660752,21197.51547313682,5663.121493841598,143940.14135563222
AAA,60899.42017375143,3837.8182117378856,1834.6830122761546,675669.7505308283,469613.3833660097,183144.70089792018,2682.516988260386,35629.34627457784,110013.37665258495
AAA,97540.8270499169,6697.980037765928,3685.9157334446536,768972.1795532884,432416.65233470337,365609.1636092925,222547.39999999947,16358.674756855864,244380.5999999997
AAA,72383.97786218271,11347.784423739438,8672.568660644189,340365.3955999922,194209.63885874298,128598.16852105243,6855.960151485026,44416.60883086755,63058.910776503595
AAA,64927.6920366245,4930.053927671577,2328.873572397427,570302.0522719449,417640.17039243306,156407.05757392256,16468.702307157142,11701.598213651256,128045.10816755788
