신용등급,매출액,영업이익,당기순이익,총자산,총부채,자본총계,자본금,영업활동현금흐름,이자발생부채,부채비율,ROA,ROE,매출총자산회전율,이자총자산비율,이자매출비율,현금흐름대비이자,이자대비현금흐름,로그총자산,로그총부채
AAA,95310.98209511153,21797.413408008055,14220.411580095155,347183.1692540833,270573.9050985038,97286.34400741078,63233.95666011085,25059.117791745888,103723.02052629516,4.278933651943795,0.04095939215788441,0.14617068536373323,0.27452650512951254,0.29875590095321203,1.088258857964439,0.24159416174378942,4.138967796889553,5.540558663286568,5.432285909710995
AAA,164860.17152936698,25551.464391892267,15535.465669552772,606168.5408648556,294577.94172082364,310476.0624462535,42534.766661912,27319.441905479955,124316.55886410951,6.925580292053304,0.025628954032136716,0.05003756343451475,0.27197084707522345,0.20508579789828735,0.7540727254548845,0.2197552956726138,4.550312886380289,5.782593393457991,5.469200223336247
AAA,255027.6531189605,39153.923225662016,26914.623768769845,547140.520886218,286231.51703125995,194317.6766072804,0.1,55773.81972706412,153595.34871865826,2862315.1703125993,0.04919142841984271,0.13850836546983214,0.4661099724543989,0.28072376812793143,0.6022693885945458,0.36311943735866253,2.7538475152458055,5.738098879547387,5.456717452341849
AAA,240933.5770745058,30479.354138253395,18559.642121769764,484213.6736218777,119567.36672687248,334390.6055943895,235674.56359536224,36425.353204246254,137486.49997549946,0.5073409913348214,0.038329446549795254,0.05550288139458773,0.4975769793371237,0.28393766526069364,0.5706406788331683,0.2649357447821607,3.7743690455258787,5.685037049241777,5.077612664733508
AAA,189975.09776726022,30630.733027382237,16951.9415261489,630544.4309092439,411950.1019298185,190907.967995373,57692.64437325937,58037.16000899745,229411.41822733358,7.1404267633251015,0.026884610655753843,0.08879640647874772,0.3012874088719117,0.36383069452619343,1.2075867886031413,0.2529817716819767,3.9527686300146097,5.799715694269689,5.614844614652267
AAA,250357.8012440514,7738.468230799885,6758.845571864313,747487.9479240287,449621.36135424394,226399.74936411052,0.1,43093.57249071285,188576.36748724477,4496213.613542439,0.009042079662468686,0.02985359122900046,0.33493222457881905,0.2522801444638286,0.7532274470785058,0.22851932373924813,4.3758727976216525,5.87360419473254,5.652846936230699
AAA,179323.03508211306,10114.451580462002,15171.677370693003,226366.64282540075,35261.5672246695,146764.0358729883,34921.92665929355,24729.785830277346,103272.85054352024,1.009725710974929,0.0670225841640241,0.10337462635480256,0.7921795934413668,0.45621938486394303,0.5759039852087658,0.23945834981582353,4.175882289073306,5.354812430006556,4.547301610909984
AAA,160183.0047246048,34437.332584046606,30736.687166594398,199836.700659826,82667.2697814843,114081.43541259447,92857.45311603672,28685.702370915584,16670.088244421306,0.8902599307584008,0.15380902039068503,0.26942759841187186,0.8015695024773148,0.0834185521947649,0.10406901951353337,1.7206856535304325,0.581108557856497,5.300675250808583,4.917333594596252
AAA,24074.267980495584,7120.200894071565,4921.22729586389,378796.1131343511,191039.55379762713,252478.0976033368,111038.70517376778,-14739.608117212596,82361.67739912347,1.7204771390179994,0.012991757637487776,0.019491699844774377,0.0635546858738673,0.21743010169143814,3.4211498129808553,-0.17895979808652335,-5.588158443736404,5.578405514014014,5.281123295088646
AAA,247092.8230476138,15517.612577848338,13195.328871125901,375717.8728987374,127815.2732784295,207204.73940762389,58051.315900989626,43131.208962702854,10602.348643959922,2.201763582696849,0.035120311869439,0.06368256299952371,0.6576552271555357,0.028218909476306554,0.04290836339636175,4.06769695225216,0.2458104720100923,5.574861854942737,5.106582752916402
AA+,50812.7669498367,1060.5065122324622,1116.2573500707847,148507.6972907144,77448.32418217885,91994.98058565237,39140.547595247015,8370.563510667755,32294.29456146104,1.9787235728808172,0.0075164949052144514,0.012133894077313141,0.3421557796453277,0.21745872537665611,0.6355547335838365,0.2591883314375031,3.8576180566878477,5.171748964119553,4.889012024983458
AA+,148245.225788216,2350.5633315116274,2059.128764319849,311747.4512864691,136329.72177230124,134655.6727037087,0.1,12465.572814816904,80374.86129404313,1363297.2177230124,0.006605118200076916,0.015291808528933488,0.4755298725826354,0.25782042792127124,0.5421750404891091,0.15509100137930043,6.447229923408874,5.493802911559571,5.134590548384481
AA+,170294.01083232532,3753.0793806547217,2374.7214035637503,266977.96501187154,41829.18996780414,198926.38913165545,26632.27993199076,19917.251445943715,28909.532256864542,1.5706199422137648,0.008894821726048273,0.01193768918206266,0.637857925184024,0.10828433820588543,0.1697624720656172,0.6889271795130837,1.4514091427815503,5.4264754184108,4.621479454446299
AA+,186196.16447267286,3336.2144669812665,2415.5711240369856,225072.2256148011,96418.1613896237,49977.20567158066,27752.36830670983,14321.873745834899,123370.8622582954,3.4742318321824874,0.01073242652414654,0.04833345705461461,0.827272951889397,0.5481389892568883,0.6625854115077755,0.11608703543641216,8.613555104063646,5.352321905456079,4.9841588456083645
AA+,125658.78860575781,1326.6875643328653,1212.3330412432185,343104.26409815677,112073.6985438877,215612.7306927174,46672.45938276125,18467.682512471732,87469.93761536505,2.4012811843655015,0.0035334245828445576,0.005622734044266556,0.3662408245961315,0.2549369004354352,0.6960908869636921,0.2111293535423098,4.736122219670916,5.535426115499462,5.0495037043213244
AA+,115527.96783176938,883.5434445782793,687.3818165400571,203518.7591437853,81122.77192567075,115299.84218369893,53914.88027978636,9209.500208680585,36405.50743018767,1.5046453132176407,0.0033774862790629744,0.0059616891360952705,0.567652673973652,0.1788803527662396,0.31512289286695483,0.25296302388633474,3.952609153178967,5.308604446077942,4.909142781874069
AA+,103763.16094169422,418.7790383706583,628.1685575559875,197815.44612202732,83700.5301522575,100922.88557944098,31250.56964434705,7561.272843840495,58676.93221234677,2.6783681419195564,0.0031755283516560493,0.006224242935082624,0.524545291967167,0.2966246234186913,0.5654890587355762,0.12886058793751226,7.759166248562348,5.296260199817571,4.922728208787416
AA+,93618.7877248596,4768.758314645643,2578.342128116329,32332.673145290886,18484.428858308253,12424.573201312029,12424.573201312029,12465.909030419742,240.01687204580958,1.4877314945801363,0.07974416827616536,0.2075195732151232,2.8954855450451604,0.007423353799646071,0.0025637682123294072,51.72214262265578,0.019252315987881127,4.509641611950159,4.266806036055073
AA+,152227.28302968977,1403.916218693587,822.2796620263846,53623.00066710054,8544.166962251606,20614.761875453944,1936.0946638544992,11298.66099064532,-32223.25791830427,4.413093595971873,0.015334458195117006,0.03988790493891056,2.838843054955822,-0.6009223191061422,-0.21167859845478276,-0.3506477112588367,-2.851701298382405,4.729351112830398,3.9316697263506897
